time,plot,treatment,open,one_minus,pct_cc,description
9/28/2022,10,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,10,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,10,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,11,After Thinning,24,72,74.88,post_thin_THIN
9/28/2022,11,After Thinning,32,64,66.56,post_thin_THIN
9/28/2022,11,After Thinning,24,72,74.88,post_thin_THIN
9/28/2022,11,After Thinning,20,76,79.04,post_thin_THIN
9/28/2022,11,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,11,After Thinning,8,88,91.52,post_thin_THIN
9/28/2022,11,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,11,After Thinning,16,80,83.2,post_thin_THIN
9/28/2022,12,After Thinning,8,88,91.52,post_thin_THIN
9/28/2022,12,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,12,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,12,After Thinning,16,80,83.2,post_thin_THIN
9/28/2022,12,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,12,After Thinning,18,78,81.12,post_thin_THIN
9/28/2022,12,After Thinning,12,84,87.36,post_thin_THIN
9/28/2022,12,After Thinning,16,80,83.2,post_thin_THIN
