stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,treatment_number,thin_lvl,burn_szn,notes
2303,12,###############################################################################################################################################################################################################################################################,FB,LIST,21.4,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2304,12,###############################################################################################################################################################################################################################################################,4,LIST,2.3,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2305,12,###############################################################################################################################################################################################################################################################,4,LIST,14.8,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2306,12,###############################################################################################################################################################################################################################################################,4,NYSY,8,I,Nyssa sylvatica,black gum,mesophyte,1,control,NA,NA
2307,12,###############################################################################################################################################################################################################################################################,4,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2308,12,###############################################################################################################################################################################################################################################################,4,LIST,5.1,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2309,12,###############################################################################################################################################################################################################################################################,4,QUNI,14.4,I,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2310,12,###############################################################################################################################################################################################################################################################,4,PRUNUS,5,S,Prunus sp.,cherry,mesophyte,1,control,NA,NA
2311,12,###############################################################################################################################################################################################################################################################,4,QUNI,29.6,C,Quercus nigra,water oak,mesophyte,1,control,NA,NA
2312,12,###############################################################################################################################################################################################################################################################,4,QUAL,3.5,S,Quercus alba,white oak,hardwood pyro,1,control,NA,NA
2313,12,###############################################################################################################################################################################################################################################################,4,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,1,control,NA,NA
2314,12,###############################################################################################################################################################################################################################################################,4,CARYA,13.9,I,Carya sp.,hickory,mesophyte,1,control,NA,NA
2315,12,###############################################################################################################################################################################################################################################################,4,LIST,11,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,NA,NA
2316,12,###############################################################################################################################################################################################################################################################,4,PITA,46,D,Pinus taeda,loblolly pine,pine,1,control,NA,NA
2317,12,###############################################################################################################################################################################################################################################################,4,ACRU,1.5,S,Acer rubrum,red maple,mesophyte,1,control,NA,NA
2318,12,###############################################################################################################################################################################################################################################################,4,ACRU,10.5,I,Acer rubrum,red maple,mesophyte,1,control,NA,NA
2319,12,###############################################################################################################################################################################################################################################################,4,PITA,28.3,C,Pinus taeda,loblolly pine,pine,1,control,NA,NA
2320,12,###############################################################################################################################################################################################################################################################,4,ACRU,5.5,S,Acer rubrum,red maple,mesophyte,1,control,NA,NA
